cell,drug1_db,drug2_db,synergy,synergistic
74,20,15,0,0
82,21,39,0,0
20,11,18,0,0
91,15,7,0,0
59,42,26,0,0
65,14,41,0,0
19,9,21,0,0
54,56,20,0,0
123,55,47,0,0
112,40,62,0,0
65,3,6,0,0
29,13,61,1,1
70,60,25,0,0
87,30,44,0,0
69,7,56,0,0
67,51,35,0,0
97,26,3,0,0
4,28,31,0,0
4,56,34,0,0
41,47,41,1,1
103,26,54,0,0
75,41,39,0,0
85,54,43,0,0
95,40,2,0,0
18,10,44,1,1
87,56,23,0,0
71,51,33,0,0
120,26,24,0,0
68,3,1,0,0
82,39,0,0,0
68,43,31,0,0
118,34,21,0,0
42,60,56,0,0
111,3,27,0,0
89,9,15,0,0
61,55,30,0,0
61,47,21,0,0
89,62,19,0,0
70,41,24,0,0
22,6,7,1,1
108,11,52,0,0
58,51,22,0,0
61,36,14,0,0
80,13,11,0,0
36,15,47,0,0
39,54,41,1,1
112,39,15,0,0
96,18,51,0,0
101,51,61,0,0
111,41,60,0,0
32,44,53,0,0
48,56,11,0,0
31,13,43,0,0
8,62,42,0,0
86,13,3,0,0
12,30,47,0,0
63,36,50,0,0
81,40,3,0,0
121,30,18,0,0
7,10,11,1,1
114,31,18,0,0
64,6,20,0,0
12,15,3,0,0
50,10,51,0,0
4,60,0,0,0
100,10,29,0,0
82,26,49,0,0
6,53,44,0,0
114,18,23,0,0
68,26,56,0,0
120,39,18,0,0
69,36,60,0,0
106,20,3,0,0
117,40,28,0,0
58,28,30,0,0
53,47,13,0,0
22,31,14,0,0
19,39,13,0,0
29,15,41,0,0
24,56,35,0,0
71,26,18,0,0
8,31,17,0,0
75,15,56,0,0
69,62,46,0,0
59,51,14,0,0
124,26,10,0,0
99,51,2,0,0
107,7,40,0,0
63,39,12,0,0
19,3,35,0,0
106,33,18,0,0
124,34,21,0,0
10,38,3,0,0
15,30,37,0,0
88,36,26,0,0
33,33,52,0,0
114,53,56,0,0
4,58,31,0,0
51,55,20,0,0
76,45,13,0,0
36,31,45,0,0
48,1,30,0,0
117,21,29,0,0
4,30,49,0,0
4,31,23,0,0
28,23,53,0,0
25,11,26,0,0
75,41,30,0,0
66,10,28,0,0
101,3,37,0,0
27,3,48,0,0
115,62,31,0,0
109,30,16,0,0
41,16,20,0,0
49,15,18,0,0
88,31,7,0,0
38,39,36,0,0
64,4,14,0,0
1,39,29,0,0
116,36,32,0,0
1,9,42,0,0
81,30,27,0,0
50,36,14,0,0
31,42,31,0,0
120,36,5,0,0
12,13,16,0,0
124,53,44,0,0
123,10,55,0,0
124,52,43,1,1
25,51,7,0,0
1,26,24,0,0
44,11,42,0,0
101,62,39,0,0
1,60,5,0,0
12,26,40,0,0
115,60,12,0,0
44,3,7,0,0
89,31,58,0,0
104,41,26,0,0
103,54,52,0,0
16,10,52,1,1
101,54,57,0,0
13,32,26,0,0
99,27,58,1,1
1,7,5,0,0
22,14,11,0,0
115,40,57,0,0
19,56,52,0,0
13,13,42,1,1
83,9,21,0,0
37,18,11,0,0
39,36,46,0,0
95,7,60,0,0
107,54,45,0,0
35,44,18,0,0
50,45,19,0,0
31,20,53,0,0
61,32,15,0,0
17,26,14,0,0
81,54,19,0,0
44,30,48,1,1
122,10,27,0,0
94,28,15,0,0
22,13,56,0,0
47,40,56,0,0
101,10,9,0,0
8,13,54,0,0
90,51,59,0,0
107,62,7,0,0
39,60,39,0,0
78,16,10,0,0
73,14,48,0,0
75,31,36,0,0
124,1,23,0,0
94,40,30,1,1
57,6,41,0,0
81,3,50,0,0
92,31,25,0,0
26,43,56,0,0
40,34,56,0,0
85,34,51,0,0
14,1,34,0,0
108,18,10,1,1
40,18,53,0,0
86,45,19,0,0
108,18,13,0,0
54,33,44,0,0
87,27,62,0,0
88,13,56,0,0
81,51,36,0,0
99,40,10,0,0
64,21,11,0,0
59,11,32,0,0
77,33,42,1,1
112,7,26,0,0
75,38,4,0,0
100,36,45,0,0
72,51,14,0,0
6,52,11,0,0
50,40,5,0,0
4,13,45,0,0
52,41,39,0,0
55,62,60,0,0
86,9,36,0,0
6,16,26,0,0
3,1,41,0,0
1,9,39,0,0
55,9,26,0,0
17,16,31,0,0
60,47,30,0,0
55,36,61,0,0
47,51,28,0,0
25,31,56,0,0
72,13,47,0,0
79,58,34,0,0
86,58,7,0,0
21,33,23,1,1
122,3,30,0,0
89,31,19,0,0
89,7,37,0,0
69,40,62,0,0
82,10,12,1,1
19,56,29,0,0
33,54,26,0,0
105,18,54,0,0
120,27,22,0,0
104,52,3,0,0
49,7,58,0,0
91,21,34,0,0
70,56,51,0,0
121,21,58,0,0
53,6,7,0,0
33,56,31,0,0
88,45,61,0,0
72,3,21,0,0
76,56,47,0,0
122,28,40,0,0
111,36,9,0,0
67,10,51,0,0
2,28,51,0,0
50,16,56,0,0
50,56,14,0,0
46,18,16,0,0
86,36,50,0,0
27,16,13,1,1
68,42,11,0,0
109,54,23,0,0
15,13,47,0,0
54,51,56,1,1
12,40,8,0,0
8,31,25,0,0
86,58,40,0,0
87,13,54,0,0
9,4,20,0,0
42,56,12,0,0
52,54,40,0,0
81,3,39,0,0
47,30,57,0,0
49,45,34,0,0
12,27,18,0,0
76,7,23,1,1
90,30,50,0,0
88,58,16,0,0
80,44,51,0,0
14,43,51,0,0
36,39,49,0,0
107,16,0,1,1
85,31,18,0,0
86,51,16,0,0
123,13,47,0,0
0,1,33,0,0
33,3,31,0,0
6,42,16,0,0
59,26,11,0,0
44,36,47,0,0
50,40,13,1,1
117,62,17,0,0
5,13,48,0,0
4,27,57,0,0
16,1,33,0,0
37,43,21,0,0
37,1,23,0,0
81,26,58,0,0
60,42,16,0,0
90,21,47,0,0
95,31,10,0,0
37,53,23,0,0
114,43,51,0,0
27,10,20,0,0
39,39,16,0,0
100,39,15,1,1
37,51,3,0,0
17,16,26,0,0
109,52,56,0,0
39,56,49,0,0
39,9,26,0,0
82,26,39,0,0
83,15,44,0,0
58,10,52,1,1
37,16,53,0,0
103,41,17,0,0
115,62,22,0,0
114,20,52,0,0
82,3,0,0,0
31,23,33,0,0
95,45,57,0,0
116,20,15,0,0
117,3,45,0,0
62,16,23,0,0
69,58,56,0,0
107,40,35,0,0
92,10,13,0,0
11,33,26,0,0
41,11,51,0,0
99,27,47,0,0
8,39,44,0,0
122,40,27,0,0
7,26,11,0,0
13,10,13,0,0
74,36,16,0,0
69,41,39,0,0
86,28,24,0,0
94,39,50,0,0
110,31,47,0,0
39,58,19,0,0
89,28,61,0,0
88,7,25,0,0
101,45,50,0,0
99,36,3,0,0
41,56,7,0,0
67,36,30,0,0
80,42,1,0,0
31,43,18,0,0
17,40,16,0,0
15,7,28,0,0
71,31,1,0,0
55,36,10,0,0
86,16,52,0,0
0,44,56,0,0
36,16,29,0,0
4,39,51,0,0
113,26,61,0,0
5,15,39,0,0
76,56,2,0,0
15,51,10,0,0
8,51,26,0,0
19,31,49,0,0
20,26,21,0,0
32,53,16,0,0
61,47,31,0,0
116,42,13,1,1
7,30,10,0,0
104,56,51,0,0
120,56,10,0,0
103,26,24,0,0
108,53,13,0,0
39,62,35,0,0
109,20,30,0,0
100,21,9,0,0
2,7,16,0,0
75,11,15,0,0
89,7,22,0,0
79,60,39,0,0
36,21,22,0,0
36,54,42,0,0
88,41,37,0,0
112,15,46,0,0
22,7,38,0,0
24,56,57,0,0
81,36,58,0,0
9,14,51,0,0
63,13,16,1,1
28,1,42,0,0
8,21,37,0,0
102,55,4,0,0
24,7,8,0,0
123,51,32,0,0
82,13,30,0,0
11,23,13,0,0
32,56,11,0,0
70,62,60,0,0
22,38,26,0,0
110,32,56,0,0
9,6,51,0,0
117,16,10,0,0
2,31,10,0,0
115,21,27,0,0
115,60,46,0,0
27,38,6,0,0
100,54,3,0,0
7,33,34,0,0
59,16,36,0,0
20,54,20,0,0
61,32,13,0,0
49,41,40,0,0
112,9,58,0,0
22,56,10,0,0
37,53,16,0,0
100,62,37,0,0
55,21,58,0,0
2,30,61,0,0
21,21,26,0,0
78,34,43,0,0
109,31,41,0,0
11,21,16,0,0
89,36,40,0,0
3,54,42,0,0
90,58,28,0,0
59,30,13,0,0
91,28,18,0,0
12,62,35,0,0
43,3,54,0,0
124,10,11,0,0
39,28,13,0,0
70,7,14,0,0
119,20,33,1,1
62,56,20,0,0
55,15,59,0,0
117,16,3,0,0
95,62,52,0,0
47,21,61,0,0
105,10,56,0,0
8,9,42,0,0
123,13,48,0,0
78,44,31,1,1
20,43,56,0,0
106,53,30,0,0
70,27,41,0,0
91,41,14,0,0
30,36,21,0,0
62,53,51,0,0
33,56,3,0,0
42,62,19,0,0
1,16,12,0,0
110,47,3,0,0
8,26,39,0,0
54,21,44,0,0
99,28,34,0,0
107,13,35,0,0
62,56,34,0,0
64,30,36,0,0
19,10,5,0,0
86,26,50,0,0
19,13,36,0,0
67,58,29,0,0
4,7,19,0,0
91,51,7,0,0
83,7,58,0,0
53,48,16,0,0
52,10,3,0,0
58,28,16,0,0
59,14,15,0,0
88,28,61,0,0
64,4,56,0,0
31,44,31,0,0
93,51,39,0,0
112,51,28,0,0
81,36,2,0,0
18,3,31,0,0
59,36,30,0,0
113,62,9,0,0
69,9,44,0,0
89,9,60,0,0
49,9,57,0,0
81,13,41,0,0
45,30,23,0,0
83,7,12,1,1
75,21,26,0,0
111,45,8,0,0
89,13,60,0,0
36,56,61,0,0
95,41,8,0,0
26,11,53,0,0
115,28,36,0,0
79,39,16,0,0
76,21,58,0,0
89,40,0,0,0
39,9,7,0,0
12,41,45,1,1
69,10,15,1,1
38,9,51,0,0
92,51,61,0,0
2,26,46,0,0
42,31,29,0,0
2,26,42,0,0
71,51,42,0,0
118,41,26,0,0
69,10,16,1,1
47,39,0,0,0
51,10,11,0,0
30,16,20,0,0
2,26,56,0,0
62,23,34,0,0
87,30,51,0,0
42,7,3,0,0
37,33,53,0,0
59,21,7,0,0
102,42,47,0,0
53,20,47,0,0
92,3,50,0,0
80,51,11,0,0
104,26,13,1,1
90,56,57,0,0
94,45,35,0,0
117,27,2,0,0
96,31,56,0,0
107,45,56,0,0
17,15,28,0,0
116,32,7,1,1
12,21,57,1,1
55,31,27,0,0
66,7,18,0,0
107,27,8,1,1
43,26,33,0,0
8,62,56,0,0
56,1,43,0,0
13,13,38,0,0
8,62,30,0,0
95,56,12,0,0
86,60,56,0,0
52,51,60,0,0
82,16,44,0,0
101,62,29,0,0
94,60,37,0,0
25,36,30,0,0
87,13,60,0,0
88,3,49,0,0
43,10,13,0,0
76,36,7,0,0
62,44,10,0,0
40,33,1,0,0
61,20,55,0,0
91,31,7,0,0
38,30,54,0,0
38,3,13,0,0
90,28,30,0,0
121,60,59,0,0
94,27,42,0,0
17,39,9,0,0
88,28,14,0,0
49,7,13,0,0
116,56,4,0,0
44,47,6,0,0
4,39,25,0,0
26,42,34,0,0
114,43,41,0,0
35,34,52,0,0
116,15,32,0,0
87,58,28,0,0
100,56,31,0,0
11,56,30,0,0
56,51,20,0,0
120,13,40,0,0
124,52,26,0,0
24,62,36,0,0
70,26,40,0,0
98,4,51,0,0
26,30,10,1,1
10,3,47,0,0
100,56,18,0,0
94,54,59,0,0
87,10,17,0,0
118,18,20,0,0
5,55,39,0,0
