cell,drug1_db,drug2_db,synergy,synergistic
5,34,44,0,0
39,34,3,0,0
60,11,39,0,0
40,37,24,0,0
57,4,25,0,0
86,0,23,0,0
63,7,60,0,0
5,2,57,0,0
73,2,20,0,0
21,61,52,0,0
124,4,32,0,0
61,16,5,0,0
71,17,12,0,0
117,46,52,0,0
74,57,38,0,0
97,34,62,0,0
2,17,22,1,1
25,0,38,0,0
25,41,25,0,0
35,55,21,0,0
22,55,22,0,0
93,54,17,0,0
117,49,8,0,0
62,41,4,0,0
108,11,44,0,0
37,22,40,0,0
50,54,12,0,0
120,23,22,0,0
45,24,52,0,0
117,11,59,0,0
21,8,11,0,0
32,49,32,0,0
87,12,45,0,0
94,32,51,0,0
70,57,16,0,0
81,40,0,0,0
25,3,33,0,0
74,25,5,0,0
110,25,26,0,0
106,25,17,0,0
120,11,39,0,0
84,57,0,0,0
1,48,57,0,0
93,42,11,0,0
69,49,8,0,0
32,27,46,0,0
22,46,28,0,0
26,60,19,0,0
103,23,54,0,0
10,45,17,0,0
8,49,56,1,1
9,12,17,0,0
89,26,52,0,0
117,0,56,0,0
120,36,39,0,0
37,8,40,0,0
50,36,0,0,0
78,44,13,0,0
3,57,35,0,0
92,57,17,0,0
31,2,57,0,0
32,8,34,0,0
66,0,39,0,0
30,0,51,0,0
22,22,1,0,0
73,36,3,0,0
116,0,48,0,0
69,44,41,0,0
24,17,48,0,0
115,8,22,0,0
106,49,17,0,0
113,4,46,0,0
13,11,39,0,0
117,37,25,0,0
41,52,41,0,0
69,8,62,0,0
119,11,21,0,0
81,48,52,0,0
62,49,57,0,0
8,7,36,0,0
112,33,62,0,0
39,22,19,0,0
61,60,44,0,0
6,60,59,0,0
70,36,53,0,0
13,4,10,0,0
67,18,57,0,0
90,33,20,0,0
37,22,39,0,0
52,22,60,0,0
114,34,22,0,0
46,35,0,0,0
79,49,32,0,0
97,37,3,0,0
33,52,46,0,0
40,45,36,0,0
51,36,14,0,0
54,0,55,0,0
41,25,37,0,0
115,3,47,0,0
123,3,19,0,0
18,0,22,0,0
43,41,8,0,0
33,52,51,0,0
85,17,48,0,0
18,23,10,0,0
14,24,11,0,0
44,18,6,0,0
69,60,52,0,0
27,21,54,0,0
2,25,57,0,0
96,0,55,0,0
112,11,20,0,0
106,41,46,1,1
74,55,49,0,0
64,22,48,0,0
97,4,49,0,0
8,36,39,0,0
26,55,58,0,0
73,16,28,0,0
34,12,57,0,0
55,55,33,0,0
37,49,28,0,0
100,17,48,0,0
42,3,17,0,0
34,61,49,0,0
47,45,11,0,0
34,18,14,0,0
109,45,6,0,0
26,33,46,0,0
123,37,19,0,0
34,31,32,0,0
115,55,11,0,0
80,34,22,0,0
109,36,17,0,0
98,57,24,0,0
2,37,30,0,0
73,60,34,0,0
46,46,12,0,0
63,3,11,0,0
100,41,54,0,0
27,32,48,0,0
115,33,9,0,0
79,36,14,0,0
47,12,6,0,0
88,60,17,0,0
39,17,25,0,0
95,11,53,0,0
42,0,32,0,0
52,25,49,0,0
101,36,16,0,0
37,36,58,0,0
63,57,25,0,0
64,10,60,0,0
54,0,22,0,0
124,10,12,0,0
61,34,22,0,0
110,0,48,0,0
72,49,41,0,0
14,35,57,0,0
95,3,52,0,0
18,12,0,0,0
26,4,2,0,0
17,33,2,0,0
121,45,46,0,0
57,17,49,0,0
12,31,51,0,0
75,57,27,0,0
15,57,24,0,0
2,7,46,0,0
70,33,32,0,0
39,52,23,0,0
32,0,18,0,0
31,11,0,0,0
1,39,41,0,0
56,45,14,0,0
116,41,4,0,0
28,12,46,0,0
101,11,50,0,0
110,55,25,0,0
87,45,51,0,0
6,0,53,0,0
82,23,10,0,0
3,24,12,0,0
35,55,7,0,0
46,4,40,0,0
33,14,26,0,0
102,32,40,0,0
73,11,36,0,0
13,17,36,1,1
21,11,41,0,0
67,18,31,0,0
96,12,26,0,0
87,41,14,1,1
92,27,22,1,1
42,34,44,0,0
110,4,62,0,0
8,41,55,0,0
63,27,1,0,0
30,37,36,0,0
87,18,41,0,0
98,27,21,0,0
18,39,35,0,0
123,46,39,0,0
120,12,11,0,0
49,60,40,0,0
74,41,13,0,0
124,4,48,0,0
70,17,50,0,0
117,2,47,0,0
95,22,34,0,0
80,49,18,0,0
24,17,56,0,0
14,41,10,0,0
111,52,3,0,0
42,3,49,0,0
31,36,1,0,0
119,4,40,0,0
113,52,33,0,0
18,4,54,0,0
119,60,57,0,0
47,4,17,0,0
5,25,26,0,0
48,41,12,0,0
61,0,4,0,0
12,12,0,0,0
100,23,0,0,0
7,55,57,0,0
88,16,53,0,0
26,3,28,0,0
52,52,41,0,0
29,57,55,0,0
58,57,11,0,0
31,37,34,0,0
54,25,5,0,0
25,11,1,0,0
90,2,7,0,0
10,4,11,0,0
32,7,38,0,0
72,8,18,0,0
6,57,19,0,0
87,11,32,0,0
73,2,11,0,0
112,49,21,0,0
31,52,19,0,0
117,0,22,1,1
69,11,3,0,0
114,8,41,0,0
6,0,13,0,0
122,27,54,0,0
54,2,34,0,0
52,57,4,0,0
61,49,53,0,0
101,17,0,0,0
29,22,60,0,0
57,22,59,1,1
96,37,8,0,0
32,33,7,0,0
113,41,20,0,0
87,31,55,0,0
2,0,55,0,0
34,18,57,0,0
50,52,42,0,0
40,27,46,0,0
4,55,60,0,0
40,37,8,0,0
71,49,57,0,0
123,37,29,0,0
48,46,11,0,0
21,14,46,0,0
54,52,49,1,1
97,8,37,0,0
4,27,17,0,0
47,27,41,0,0
69,27,20,0,0
29,41,5,0,0
18,32,36,0,0
0,8,40,0,0
57,16,29,0,0
113,60,40,0,0
114,52,1,0,0
98,39,17,0,0
7,46,57,0,0
84,21,36,0,0
53,52,25,0,0
4,52,4,1,1
73,0,40,1,1
98,46,41,0,0
39,52,13,0,0
25,49,43,0,0
65,44,57,0,0
115,36,56,0,0
22,22,48,0,0
55,55,36,0,0
118,37,31,0,0
10,32,31,0,0
77,6,41,0,0
83,12,11,0,0
24,17,1,0,0
93,35,0,0,0
107,34,20,0,0
98,39,46,0,0
97,11,55,0,0
116,46,12,0,0
55,41,8,0,0
90,22,17,0,0
31,55,50,0,0
34,55,61,0,0
70,57,0,0,0
62,27,11,0,0
86,22,4,0,0
106,25,11,0,0
17,44,38,0,0
108,37,36,0,0
104,23,42,0,0
47,37,14,0,0
95,25,41,0,0
28,36,4,0,0
46,52,4,0,0
29,36,57,0,0
36,22,27,0,0
37,33,25,0,0
62,17,14,1,1
39,25,38,0,0
70,22,37,0,0
76,22,35,0,0
53,55,9,0,0
49,35,27,0,0
8,8,33,0,0
0,8,50,0,0
68,41,24,0,0
95,37,39,0,0
42,44,4,0,0
85,60,12,0,0
114,49,38,0,0
112,17,9,0,0
91,39,23,0,0
22,27,19,0,0
99,10,21,0,0
31,46,34,0,0
78,57,39,0,0
111,4,40,0,0
72,45,11,0,0
53,11,58,0,0
11,10,21,0,0
10,57,27,0,0
7,22,18,0,0
20,46,3,0,0
29,7,52,0,0
34,4,6,0,0
124,32,4,0,0
109,57,55,0,0
7,16,19,0,0
69,25,34,0,0
56,14,57,1,1
39,57,62,0,0
71,55,8,0,0
117,25,36,0,0
7,2,0,0,0
41,8,27,0,0
36,12,40,0,0
55,8,40,0,0
85,41,54,0,0
52,52,19,0,0
37,11,21,0,0
67,41,32,0,0
69,16,15,0,0
72,0,55,0,0
9,27,46,0,0
124,46,17,1,1
42,3,29,0,0
16,21,35,0,0
23,52,22,0,0
14,32,41,0,0
8,55,50,0,0
8,49,40,0,0
123,57,9,0,0
35,17,38,0,0
29,36,21,0,0
74,41,4,0,0
29,60,47,0,0
63,36,16,0,0
3,46,4,0,0
117,16,36,0,0
77,14,51,0,0
48,36,54,0,0
53,3,15,0,0
21,18,0,0,0
93,36,10,0,0
0,36,57,0,0
31,46,16,0,0
39,55,38,0,0
102,54,60,0,0
80,44,13,0,0
106,46,56,0,0
46,22,12,0,0
99,17,24,0,0
8,36,62,0,0
54,17,26,0,0
