cell,drug1_db,drug2_db,synergy,synergistic
24,8,20,0,0
112,50,40,0,0
5,32,57,0,0
106,1,47,0,0
22,49,56,1,1
23,55,40,0,0
111,0,43,0,0
19,35,54,0,0
92,4,25,0,0
116,36,1,0,0
109,41,11,0,0
6,29,21,0,0
44,59,8,0,0
8,23,49,0,0
44,6,0,0,0
54,8,50,0,0
11,59,26,0,0
37,49,33,0,0
0,59,43,0,0
48,50,46,0,0
62,61,39,0,0
40,38,25,0,0
63,0,53,1,1
16,26,21,0,0
98,35,62,0,0
90,30,16,0,0
25,4,39,0,0
22,11,62,0,0
90,44,54,0,0
107,62,38,0,0
0,59,52,0,0
68,0,42,0,0
97,57,21,0,0
40,57,10,0,0
87,59,29,0,0
72,11,43,0,0
115,17,48,0,0
124,37,32,0,0
100,61,21,0,0
0,6,46,0,0
27,13,22,0,0
65,6,16,0,0
54,4,60,0,0
93,41,49,0,0
109,41,29,0,0
59,43,60,0,0
3,4,40,0,0
122,21,19,0,0
72,11,20,0,0
118,39,22,0,0
66,29,24,0,0
65,39,20,0,0
84,43,57,0,0
1,6,8,0,0
99,1,32,0,0
90,49,13,0,0
10,40,45,0,0
113,50,48,0,0
61,8,4,0,0
57,40,53,0,0
113,50,55,0,0
118,50,35,0,0
15,40,28,0,0
46,4,1,0,0
96,29,11,0,0
53,25,22,0,0
65,39,9,0,0
48,43,21,0,0
16,40,53,0,0
118,11,57,0,0
95,50,49,0,0
11,29,46,0,0
64,10,46,0,0
57,29,32,0,0
57,59,21,0,0
13,41,14,0,0
11,10,0,0,0
91,29,26,0,0
74,50,2,0,0
30,12,42,1,1
101,12,7,0,0
66,15,0,0,0
77,6,53,0,0
18,53,57,0,0
90,55,50,0,0
43,32,40,0,0
0,40,22,0,0
112,21,41,0,0
121,21,43,1,1
39,59,49,0,0
27,43,33,0,0
97,40,36,0,0
105,8,4,0,0
71,10,36,0,0
107,42,46,0,0
65,59,48,0,0
31,29,34,0,0
110,13,49,0,0
37,61,8,0,0
124,38,6,0,0
24,46,29,0,0
32,29,41,0,0
65,17,18,0,0
19,59,54,0,0
68,29,59,0,0
86,53,59,0,0
52,61,50,0,0
118,49,22,0,0
75,21,1,0,0
110,50,49,0,0
23,47,39,0,0
41,25,11,0,0
66,21,38,0,0
103,35,22,0,0
78,40,8,0,0
25,47,55,0,0
13,55,41,0,0
114,1,60,0,0
97,41,60,0,0
88,59,14,0,0
25,46,19,0,0
52,40,39,0,0
51,29,52,0,0
53,41,53,0,0
39,53,13,1,1
116,1,32,0,0
76,61,25,0,0
34,50,4,0,0
113,17,55,1,1
88,40,35,0,0
118,49,34,0,0
82,47,27,0,0
109,40,58,0,0
80,41,0,0,0
85,40,50,0,0
58,23,49,0,0
107,53,38,0,0
15,62,59,0,0
34,50,30,0,0
34,12,50,0,0
25,50,62,0,0
39,46,13,0,0
36,60,8,0,0
33,44,53,0,0
8,25,21,0,0
55,39,14,0,0
13,44,28,0,0
105,29,21,0,0
12,25,39,0,0
96,39,60,1,1
5,57,36,0,0
83,49,28,0,0
52,59,48,0,0
13,17,3,0,0
39,25,17,0,0
70,32,4,1,1
101,30,28,0,0
35,45,4,0,0
24,43,8,0,0
27,49,22,0,0
54,36,6,1,1
109,4,16,0,0
37,53,2,0,0
113,53,9,1,1
53,0,7,0,0
95,53,45,0,0
37,41,28,0,0
108,0,29,0,0
92,53,29,1,1
119,50,45,0,0
73,39,18,0,0
39,30,59,0,0
